filename,width,height,class,x,y,xmax,ymax,b_width,b_height,label
E:/ras/House.v1i.tensorflow/train/267250ce-e123-450d-abb7-8206ae481671_jpg.rf.100e1d45445c89dd3ccbdc863b71fb99.jpg,640,362,house1,0.0,76.0,640.0,303.0,640.0,227.0,2
E:/ras/Vegetation.v1i.tensorflow/train/0f3c3013b9952537_jpg.rf.6e86cb7dd5a140a306d182ef33aa7828.jpg,1024,768,Tree,438.0,464.0,490.0,485.0,52.0,21.0,0
E:/ras/Vegetation.v1i.tensorflow/train/ac8e52343902b297_jpg.rf.d1c65ae45c3d4e4a849b77b9208d8235.jpg,1024,756,Tree,0.0,2.0,1023.0,755.0,1023.0,753.0,0
E:/ras/Vegetation.v1i.tensorflow/train/f01237a79ed57138_jpg.rf.6d0fb8c0df3e4362f7da2fb23d2734ab.jpg,1024,768,Tree,785.0,0.0,993.0,196.0,208.0,196.0,0
E:/ras/Vegetation.v1i.tensorflow/train/f8415b992475d710_jpg.rf.a5e7353d294f3b89bcd4abd0a859ebeb.jpg,1024,768,Tree,141.0,507.0,188.0,567.0,47.0,60.0,0
E:/ras/House.v1i.tensorflow/train/a6d5abd2-3eaa-488e-973c-dbfbf36893de_jpg.rf.db00e02030734b93519298aa2f1f18b3.jpg,860,573,house1,0.0,0.0,758.0,565.0,758.0,565.0,2
E:/ras/Vegetation.v1i.tensorflow/train/f3880c0cd55916a4_jpg.rf.c16e65f035d72870ce39addc987a50ea.jpg,1024,770,Tree,0.0,156.0,125.0,350.0,125.0,194.0,0
E:/ras/Vegetation.v1i.tensorflow/train/a81fbefbc3d2037a_jpg.rf.890034f9ed9643d24745c02a92249454.jpg,1024,1024,Tree,543.0,205.0,609.0,283.0,66.0,78.0,0
E:/ras/Vegetation.v1i.tensorflow/train/5b9970f232987ae5_jpg.rf.b44c996c689c68d8b275645ca26b3b61.jpg,1024,768,Tree,0.0,0.0,1023.0,767.0,1023.0,767.0,0
E:/ras/Vegetation.v1i.tensorflow/train/37d4531b68217c07_jpg.rf.dde71ce74344a064c2c3a0177d176317.jpg,1024,684,Tree,910.0,257.0,1023.0,397.0,113.0,140.0,0
E:/ras/Vegetation.v1i.tensorflow/train/519c3c1d6b5eeb52_jpg.rf.909b7735664944bae42455d521f19d80.jpg,683,1024,Tree,509.0,441.0,523.0,464.0,14.0,23.0,0
E:/ras/Vegetation.v1i.tensorflow/train/3ea400265a1e3eb2_jpg.rf.fe37f825fc6ad58a7a63e0e0cb303a7e.jpg,1024,1024,Tree,610.0,0.0,1022.0,686.0,412.0,686.0,0
E:/ras/Vegetation.v1i.tensorflow/train/f5240d035e571d97_jpg.rf.5d4325ff8c46fe1d6d3bef6f528cbdc9.jpg,1024,768,Tree,735.0,0.0,805.0,202.0,70.0,202.0,0
E:/ras/Vegetation.v1i.tensorflow/train/d41514963f44b40c_jpg.rf.f951164ba749581153114800f642a22d.jpg,1024,647,Tree,68.0,81.0,288.0,569.0,220.0,488.0,0
E:/ras/Red-billed-quelea-8/select/311_jpg.rf.003c4a7811ec4b431940b6a706d0b76a.jpg,640,640,quelea,276.19,109.61,498.39,566.18,222.2,456.6,1
E:/ras/Vegetation.v1i.tensorflow/train/dcac5da7078df314_jpg.rf.cd4c9ff8e82c161aa83bbb65bdb88e04.jpg,1024,683,Tree,802.0,386.0,840.0,434.0,38.0,48.0,0
E:/ras/Vegetation.v1i.tensorflow/train/a157f4a594e299c3_jpg.rf.bda952542de500d26498c4ec81860c09.jpg,1024,554,Tree,35.0,289.0,157.0,503.0,122.0,214.0,0
E:/ras/Vegetation.v1i.tensorflow/train/6f53252f70718ae5_jpg.rf.6c58b334437c07f0cd4fb3e30c2856e2.jpg,1024,758,Tree,489.0,276.0,532.0,324.0,43.0,48.0,0
E:/ras/Vegetation.v1i.tensorflow/train/54b79ab17f706295_jpg.rf.f1b6b0bf56bb4eae38cbdee272dea606.jpg,768,1024,Tree,541.0,166.0,628.0,342.0,87.0,176.0,0
E:/ras/Red-billed-quelea-8/select/1000_F_568837007_8BziOV7VDTMgMdZKDp0QA68gt48RpsUZ-1-_jpg.rf.907ff56f43bf74f0e2ae15292b88e128.jpg,640,640,quelea,115.65,419.47,215.12,598.04,99.5,178.6,1
E:/ras/Vegetation.v1i.tensorflow/train/96277e5f59b5b295_jpg.rf.ce6745bd5e4ee159af845bf0e9aa3788.jpg,768,1024,Tree,503.0,659.0,767.0,758.0,264.0,99.0,0
E:/ras/Vegetation.v1i.tensorflow/train/6a70c927829decba_jpg.rf.8feaeedc7f0b76120136e499b1329b9a.jpg,1024,678,Tree,430.0,0.0,1023.0,677.0,593.0,677.0,0
E:/ras/Red-billed-quelea-8/select/images-13-_jpg.rf.c9d2c0584292e3ee829a1db66b0cb247.jpg,640,640,quelea,266.86,212.85,414.03,370.83,147.2,158.0,1
E:/ras/Vegetation.v1i.tensorflow/train/11078721409db013_jpg.rf.5fada0940d5dad5b16dd1c961986afd1.jpg,1024,678,Tree,139.0,29.0,516.0,333.0,377.0,304.0,0
E:/ras/Vegetation.v1i.tensorflow/train/8299d42f9b088101_jpg.rf.f3f3fe72998cb9f513bcf6eafa7ab658.jpg,1024,685,Tree,0.0,0.0,420.0,466.0,420.0,466.0,0
E:/ras/Vegetation.v1i.tensorflow/train/cb55ce3eb530ef5c_jpg.rf.52dafeb5441fa0685d8643e1e7bdeac0.jpg,1024,768,Tree,350.0,672.0,419.0,766.0,69.0,94.0,0
E:/ras/Vegetation.v1i.tensorflow/train/ff391fe55c739bb6_jpg.rf.6fb7c2f1d62837438a4e3e98e8001a1b.jpg,1024,680,Tree,0.0,272.0,154.0,430.0,154.0,158.0,0
E:/ras/Vegetation.v1i.tensorflow/train/928fcd3ab85addb4_jpg.rf.f5ba1c0195998acf0ce4e6bc220a60fe.jpg,1024,768,Tree,938.0,243.0,1023.0,323.0,85.0,80.0,0
E:/ras/Red-billed-quelea-8/select/214_jpg.rf.8666001200c2ed14cf4769d1324c1fce.jpg,640,640,quelea,368.9,290.14,564.29,553.32,195.4,263.2,1
E:/ras/Red-billed-quelea-8/select/232_jpg.rf.fff1a4adaaf40bd2662f7ac56a75564d.jpg,640,640,quelea,223.35,471.48,367.8,608.05,144.5,136.6,1
E:/ras/Red-billed-quelea-8/select/242_jpg.rf.5134f530604697706de99a30ecef4d93.jpg,640,640,quelea,141.51,294.03,297.12,410.77,155.6,116.7,1
E:/ras/Red-billed-quelea-8/select/254_jpg.rf.60be64afa54f612b1185b939093fa7a6.jpg,640,640,quelea,184.37,290.14,269.21,370.79,84.8,80.7,1
E:/ras/Vegetation.v1i.tensorflow/train/784c89f5a6d9cc37_jpg.rf.b7526bf493faa589a309c6f6b44f2567.jpg,1024,768,Tree,129.0,682.0,237.0,767.0,108.0,85.0,0
E:/ras/Vegetation.v1i.tensorflow/train/2e71e81af94476fa_jpg.rf.68bc9ef5fde77befa8c15b09636df018.jpg,1024,512,Tree,5.0,6.0,1023.0,356.0,1018.0,350.0,0
E:/ras/Vegetation.v1i.tensorflow/train/c409300c1423b2f6_jpg.rf.1d377b375fc830f897ac0d18f01806fb.jpg,1024,768,Tree,17.0,390.0,106.0,524.0,89.0,134.0,0
E:/ras/Vegetation.v1i.tensorflow/train/931eaaf3e5cffbde_jpg.rf.b1615ca65f30efcf5475f674a53a4951.jpg,768,1024,Tree,319.0,335.0,767.0,692.0,448.0,357.0,0
E:/ras/Red-billed-quelea-8/select/277_jpg.rf.008ae312ddf2d941eb167846dab70109.jpg,640,640,quelea,185.47,356.84,239.3,468.59,53.8,111.8,1
E:/ras/Vegetation.v1i.tensorflow/train/25f9f5c169f96dab_jpg.rf.577e3c8363c2ef3abd6532af83c78d69.jpg,1024,768,Tree,971.0,397.0,1022.0,515.0,51.0,118.0,0
E:/ras/Vegetation.v1i.tensorflow/train/707a0daab9023715_jpg.rf.722fdb41c2d0a91fd20b89a4e1a2c83d.jpg,1024,813,Tree,903.0,306.0,1022.0,571.0,119.0,265.0,0
E:/ras/Vegetation.v1i.tensorflow/train/142e10cd1246c050_jpg.rf.19da5886dffa32af65852b47cdb5afa1.jpg,1024,683,Tree,374.0,564.0,412.0,632.0,38.0,68.0,0
E:/ras/Vegetation.v1i.tensorflow/train/bc7793185851d4a3_jpg.rf.220a6f82b9f968ed1fd68072ef81b14f.jpg,1024,768,Tree,0.0,35.0,403.0,702.0,403.0,667.0,0
E:/ras/Vegetation.v1i.tensorflow/train/b0af4e9c5de61e9d_jpg.rf.3dfaae3e0b9664ac24c8bbac4fcade61.jpg,1024,768,Tree,975.0,378.0,1006.0,436.0,31.0,58.0,0
E:/ras/Vegetation.v1i.tensorflow/train/8103114502de051b_jpg.rf.41609624d2de4db62f16f3402671be76.jpg,1024,768,Tree,81.0,281.0,121.0,315.0,40.0,34.0,0
E:/ras/Vegetation.v1i.tensorflow/train/4eb3aa5518845923_jpg.rf.a8dd2dd089b706172a0c3a3dad4d0c4e.jpg,1024,768,Tree,852.0,434.0,911.0,486.0,59.0,52.0,0
E:/ras/Vegetation.v1i.tensorflow/train/c409300c1423b2f6_jpg.rf.1d377b375fc830f897ac0d18f01806fb.jpg,1024,768,Tree,999.0,404.0,1023.0,447.0,24.0,43.0,0
E:/ras/Red-billed-quelea-8/select/242_jpg.rf.5134f530604697706de99a30ecef4d93.jpg,640,640,quelea,502.38,252.16,593.2,314.97,90.8,62.8,1
E:/ras/Vegetation.v1i.tensorflow/train/cdf4ddfd0dccad75_jpg.rf.359c85384682441d6be8ebed0fbcdd64.jpg,1024,681,Tree,0.0,86.0,89.0,268.0,89.0,182.0,0
E:/ras/Red-billed-quelea-8/select/346_jpg.rf.05713be98abb8c459aa7240e3324d569.jpg,640,640,quelea,126.89,6.87,509.22,541.65,382.3,534.8,1
E:/ras/Vegetation.v1i.tensorflow/train/734cc121003c1b88_jpg.rf.8ce31ebf951ec77cb6bb39cfdbf49bb3.jpg,1024,768,Tree,812.0,260.0,948.0,374.0,136.0,114.0,0
E:/ras/Red-billed-quelea-8/select/274_jpg.rf.fbb5f8253263e6d05150f92cdbf66c6b.jpg,640,640,quelea,49.79,502.38,142.6,564.29,92.8,61.9,1
E:/ras/Red-billed-quelea-8/select/429_jpg.rf.531eb8cb7fab2c84e7ed5d85dcc73071.jpg,640,640,quelea,127.47,62.22,470.46,593.43,343.0,531.2,1
E:/ras/Vegetation.v1i.tensorflow/train/84520db8d9987d3e_jpg.rf.4bf16b3d8efce05436433fe7ebf79641.jpg,1024,685,Tree,349.0,399.0,441.0,430.0,92.0,31.0,0
E:/ras/Vegetation.v1i.tensorflow/train/9039a2dc16e3e29e_jpg.rf.cba667337083eb27e5dc6fc4baa458e3.jpg,1024,768,Tree,16.0,199.0,303.0,509.0,287.0,310.0,0
E:/ras/Vegetation.v1i.tensorflow/train/54c47b911b89593f_jpg.rf.1f5aa874735f973081f0721c7cf2d71e.jpg,1024,768,Tree,348.0,584.0,622.0,759.0,274.0,175.0,0
E:/ras/Vegetation.v1i.tensorflow/train/d4a2d6060106cc47_jpg.rf.d3726c1af64959f547bc149b5f2a4ffa.jpg,1024,768,Tree,736.0,331.0,958.0,515.0,222.0,184.0,0
E:/ras/Vegetation.v1i.tensorflow/train/80b5f1006b66208c_jpg.rf.33467ad40769f4ab078bdf19d0cc1b7d.jpg,1024,680,Tree,271.0,0.0,606.0,385.0,335.0,385.0,0
E:/ras/Vegetation.v1i.tensorflow/train/2ffad19d84e7baeb_jpg.rf.d8c1f4214555f50b891c05c9546fd75c.jpg,1024,683,Tree,898.0,88.0,1015.0,297.0,117.0,209.0,0
E:/ras/Vegetation.v1i.tensorflow/train/5b15c8f46834b843_jpg.rf.b4cfbdd32efb716c149e456ea049cedf.jpg,768,1024,Tree,356.0,286.0,399.0,325.0,43.0,39.0,0
E:/ras/Vegetation.v1i.tensorflow/train/b075d971abc1ae9c_jpg.rf.f9ba33db836aa6f495367b6b70f4ea41.jpg,698,1024,Tree,592.0,548.0,674.0,664.0,82.0,116.0,0
E:/ras/Red-billed-quelea-8/select/331_jpg.rf.418e0a48c8bba6820a2ef4475487a808.jpg,640,640,quelea,436.58,49.21,494.64,119.42,58.1,70.2,1
E:/ras/Vegetation.v1i.tensorflow/train/63920e7a98a86700_jpg.rf.ebd842b12d202bb9e3f2b979a31ba39a.jpg,1024,685,Tree,769.0,300.0,807.0,384.0,38.0,84.0,0
E:/ras/Vegetation.v1i.tensorflow/train/3ce459a8d31337fb_jpg.rf.79a165337d5cb4b6750ce2c9b12687b1.jpg,1024,749,Tree,979.0,309.0,1023.0,549.0,44.0,240.0,0
E:/ras/Vegetation.v1i.tensorflow/train/17a2902fd56c1fc4_jpg.rf.c44b2c2e9a7c7a19f8f97f59c2bcec0a.jpg,1024,683,Tree,813.0,101.0,1007.0,509.0,194.0,408.0,0
E:/ras/Vegetation.v1i.tensorflow/train/0e48275581c4d8fe_jpg.rf.4d6ec471b6d9415748204e43085bfef8.jpg,1024,682,Tree,0.0,0.0,911.0,649.0,911.0,649.0,0
E:/ras/Vegetation.v1i.tensorflow/train/791388048cf78a0b_jpg.rf.8d29bff703046a9fe586fe90983ad162.jpg,1024,683,Tree,343.0,147.0,364.0,199.0,21.0,52.0,0
E:/ras/Vegetation.v1i.tensorflow/train/ecf5a7eb919c7bfd_jpg.rf.c5d337c80e0ce1bc87f6e4e3896f6437.jpg,1024,683,Tree,0.0,346.0,47.0,383.0,47.0,37.0,0
E:/ras/Vegetation.v1i.tensorflow/train/780cf918e43bd0a6_jpg.rf.5c3bad7f4bf0f0712075414704b56927.jpg,768,1024,Tree,299.0,378.0,766.0,1022.0,467.0,644.0,0
E:/ras/Vegetation.v1i.tensorflow/train/abb0355b5754e389_jpg.rf.8d83c7a9709de87b3a3c94e27e9cbf9b.jpg,1024,682,Tree,556.0,28.0,900.0,403.0,344.0,375.0,0
E:/ras/Vegetation.v1i.tensorflow/train/e1e9c0ec820ba7cb_jpg.rf.84cb837a192af3df19631be3f6da6fc4.jpg,1024,584,Tree,390.0,241.0,476.0,282.0,86.0,41.0,0
E:/ras/Vegetation.v1i.tensorflow/train/b2fee3af618ee8ee_jpg.rf.640d441ec279f9171696b6ea6391062c.jpg,1024,683,Tree,0.0,85.0,436.0,318.0,436.0,233.0,0
E:/ras/Vegetation.v1i.tensorflow/train/f78b9baddf9cd939_jpg.rf.ddbd7533006d170c366b88225da0efc5.jpg,1024,768,Tree,0.0,0.0,301.0,417.0,301.0,417.0,0
E:/ras/Vegetation.v1i.tensorflow/train/ac24baac10c90319_jpg.rf.74aad8ff456a67d8c7b382367707821e.jpg,1024,683,Tree,847.0,365.0,908.0,447.0,61.0,82.0,0
E:/ras/Vegetation.v1i.tensorflow/train/f5240d035e571d97_jpg.rf.5d4325ff8c46fe1d6d3bef6f528cbdc9.jpg,1024,768,Tree,345.0,0.0,404.0,169.0,59.0,169.0,0
E:/ras/Vegetation.v1i.tensorflow/train/2cc4f93d5ef2fc48_jpg.rf.9769529dd7f0305e29ec58b4d410d644.jpg,1024,680,Tree,446.0,0.0,1023.0,254.0,577.0,254.0,0
E:/ras/Vegetation.v1i.tensorflow/train/791388048cf78a0b_jpg.rf.8d29bff703046a9fe586fe90983ad162.jpg,1024,683,Tree,0.0,276.0,13.0,298.0,13.0,22.0,0
E:/ras/Vegetation.v1i.tensorflow/train/b80b3f1d9fd64f21_jpg.rf.7b202e96f134cdb13b08a87d84593ef9.jpg,606,1024,Tree,52.0,665.0,234.0,870.0,182.0,205.0,0
E:/ras/Red-billed-quelea-8/select/blackheaded-weaver-latin-name-ploceus-260nw-1431604673_jpg.rf.05d2c193d378d0409c966e07a6b6a0a2.jpg,640,640,quelea,239.86,171.0,507.2,430.24,267.3,259.2,1
E:/ras/Vegetation.v1i.tensorflow/train/83ab637d96775963_jpg.rf.0437ea4bfe24fdd914f1c9484ed59911.jpg,1024,768,Tree,659.0,1.0,1023.0,348.0,364.0,347.0,0
E:/ras/Vegetation.v1i.tensorflow/train/f0bd61078204d557_jpg.rf.36f6a56a2d30f0d833816cecb0bb40ce.jpg,1024,683,Tree,0.0,336.0,266.0,536.0,266.0,200.0,0
E:/ras/Vegetation.v1i.tensorflow/train/c2b0a7f5d808254f_jpg.rf.646c1a5187550a96d7a4c957c784bcc1.jpg,1024,621,Tree,640.0,296.0,664.0,394.0,24.0,98.0,0
E:/ras/Red-billed-quelea-8/select/134_png.rf.1c1ec46521563405fcf2b5a8a79d2f2a.jpg,640,640,quelea,117.59,109.59,566.61,554.94,449.0,445.4,1
E:/ras/Vegetation.v1i.tensorflow/train/ed37c6cbd8ca7c90_jpg.rf.260dd6b3430c2919a0c3aa52483df226.jpg,1024,619,Tree,695.0,0.0,1023.0,561.0,328.0,561.0,0
E:/ras/Vegetation.v1i.tensorflow/train/497467cce56e5eca_jpg.rf.2669a8b15fce62c65abbea9394f17ce4.jpg,1024,682,Tree,426.0,359.0,453.0,385.0,27.0,26.0,0
E:/ras/Vegetation.v1i.tensorflow/train/189123195bb1d69d_jpg.rf.af32b72f9f057198c14ab667eecbd805.jpg,1024,768,Tree,267.0,374.0,334.0,436.0,67.0,62.0,0
E:/ras/Vegetation.v1i.tensorflow/train/2efc5615aeff7a1e_jpg.rf.adae0a258ffed0a211854f1d6dd75489.jpg,768,1024,Tree,641.0,0.0,767.0,667.0,126.0,667.0,0
E:/ras/Vegetation.v1i.tensorflow/train/a82f18ab76b7daa8_jpg.rf.baddb83905d788adbd36d80b1179b219.jpg,1024,484,Tree,0.0,0.0,305.0,244.0,305.0,244.0,0
E:/ras/Vegetation.v1i.tensorflow/train/ca55922841acd7ae_jpg.rf.125daf8d11efc20f6e87c91e1f5a55e6.jpg,1024,768,Tree,743.0,0.0,922.0,319.0,179.0,319.0,0
E:/ras/Vegetation.v1i.tensorflow/train/00c166304ba7c42e_jpg.rf.329015b274f565047246248b549d1e6d.jpg,1024,678,Tree,7.0,92.0,171.0,231.0,164.0,139.0,0
E:/ras/Red-billed-quelea-8/select/pair-blackheaded-yellowbacked-weaver-birds-260nw-2125358666_jpg.rf.9f0740210e1cf06895f797c171680815.jpg,640,640,quelea,81.88,175.05,311.42,376.23,229.5,201.2,1
E:/ras/Vegetation.v1i.tensorflow/train/9ae00af4c8a872a6_jpg.rf.c3d42b1b11218bd40aa57f9186e101bb.jpg,1024,1024,Tree,499.0,641.0,556.0,660.0,57.0,19.0,0
E:/ras/Vegetation.v1i.tensorflow/train/0f791e19a498cf36_jpg.rf.8fe67bada322f67aa5bbe7a6c17757ba.jpg,1024,768,Tree,28.0,447.0,104.0,495.0,76.0,48.0,0
E:/ras/Red-billed-quelea-8/select/133_jpg.rf.035da6e8b8a1d3756b254386e6a74c2a.jpg,640,640,quelea,118.04,109.68,566.57,554.0,448.5,444.3,1
E:/ras/Vegetation.v1i.tensorflow/train/6bee287593fa906a_jpg.rf.276157b82dd1f522030d09c03018c329.jpg,768,1024,Tree,674.0,8.0,767.0,800.0,93.0,792.0,0
E:/ras/Vegetation.v1i.tensorflow/train/3a236206a7031ca4_jpg.rf.ffcb447b08088435ab281bea509ce949.jpg,1024,768,Tree,71.0,308.0,91.0,320.0,20.0,12.0,0
